Genes	GSM2367567	GSM2367568	GSM2367569	GSM2367570	GSM2367571	GSM2367572	GSM2367573	GSM2367574	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
80254	8.678224	8.648459	8.844331	8.874068	8.867587	8.385604	8.613097	8.309429	8.801417	8.687535	8.650555	8.4382305	8.530557	8.385604	8.75577	8.555681	8.610155	8.521226	8.717588	8.718362	8.535711
80255	7.6849456	7.491637	7.6303287	7.638457	7.5043154	8.12108	7.699447	7.8840313	7.9160466	7.338366	7.8033333	7.5106254	7.82548	7.953522	7.4562387	7.615598	7.414094	7.0383306	7.6350107	7.3893175	7.325001
80256	7.0096784	6.9213552	6.765094	6.883192	7.3614726	7.1362677	6.910416	6.9689717	7.018214	6.879271	6.8925986	7.104554	7.1527433	7.2279177	7.0884795	7.1553054	7.018214	7.2382703	7.156609	7.4164414	7.4043508
80258	5.9131246	5.8047004	5.809194	5.781235	5.833483	5.582905	5.895246	5.7746882	5.811384	5.925648	5.7757297	5.9092364	5.94435	5.813919	5.9136076	5.736348	5.862326	5.9668207	5.9830356	5.747203	5.727055
80263	6.151534	6.0938883	6.39896	6.3211994	6.4019494	6.535675	6.260507	6.310756	6.463082	6.4419446	6.1708884	6.448646	6.2055707	6.3081665	6.473905	6.0494995	6.618147	6.3564296	6.339626	6.3313107	6.5394173
80267	7.8618083	7.724	7.80041	7.750684	7.661437	7.9045525	7.6776285	7.816023	7.860694	7.6873746	7.9706764	7.36699	7.707503	7.7242565	8.008523	8.112814	7.7041216	8.032742	7.569997	7.79275	7.8797064
80270	8.357707	8.625877	8.409037	8.118348	8.520427	8.346094	7.974561	8.715597	8.361789	8.226568	8.365203	8.881305	8.135101	8.588831	8.780348	9.344612	8.82256	8.837294	8.557113	8.506258	8.81016
80273	9.924436	9.542421	9.756979	9.725399	9.844467	10.068402	9.902562	9.933302	9.385096	9.781162	9.924436	10.039895	9.622405	9.492815	9.209853	9.715189	9.794212	9.564688	9.706829	9.192111	9.592513
80279	10.4292755	10.667215	10.62161	10.321886	10.512959	10.0551405	10.603257	10.309713	10.368795	10.314338	10.4168415	10.063396	10.20733	10.205753	10.77174	10.314338	10.768304	10.485821	10.562741	10.623603	10.735848
8030	9.322387	9.397787	9.572143	9.611752	9.814365	9.62074	9.738315	9.748086	9.661129	9.586059	9.547748	9.803217	9.912647	9.843108	9.625326	9.756979	9.88956	9.538676	9.414744	9.947838	9.796163
80303	8.365505	9.724163	9.793481	10.215815	10.473532	10.608154	9.978703	9.502085	8.525261	8.935512	10.166591	10.015162	10.4347	8.785218	9.588469	10.475254	10.159077	10.481065	9.72482	9.804636	9.902562
80308	8.67636	8.505959	8.723759	8.650555	8.76862	8.678676	8.531367	8.551245	8.544256	8.754535	8.812261	8.177621	8.9038105	8.407688	9.138375	8.958205	8.868397	8.719426	8.721401	8.709716	8.919869
8031	13.059167	12.960046	13.06325	13.292442	13.287102	13.439656	13.126128	13.043148	13.6261015	13.4289875	13.282594	12.996738	13.187313	13.38932	13.251191	13.363411	12.775695	13.208442	13.268918	13.514744	13.087407
80310	6.457927	6.6772523	7.0180316	6.8439445	6.555658	6.6349754	6.358782	6.5480647	6.5376673	6.301013	6.441362	8.125558	6.827261	6.4485545	7.0775847	6.246222	6.65688	6.430031	6.071804	6.862979	6.377581
80315	8.246181	8.047258	7.9033866	7.8917346	7.678416	7.9993124	7.9408064	7.8785143	7.3561006	7.863768	8.315049	7.969438	7.3932424	7.938163	7.2761326	7.886924	7.3109035	7.8875685	7.860694	7.0254674	7.5093675
80317	6.342725	6.130451	6.4168067	6.492903	6.4618936	6.4562526	6.6355267	6.463967	6.6220098	6.618559	6.3389926	5.9647293	6.6695714	6.501189	5.8190646	6.43773	6.113198	6.266863	6.1752334	6.541984	6.7098804
80320	6.185099	6.0596023	6.236764	6.0369797	6.000277	6.228928	6.161618	6.193757	6.2509155	5.967947	6.125057	6.1061034	6.2022386	5.9698462	6.177508	6.192277	6.0014668	6.052858	5.999998	6.0624557	6.2639036
80324	9.523654	9.885027	9.664749	9.632752	9.790977	9.5241585	10.002864	10.1733465	9.218144	9.68231	9.736979	10.157632	9.4837885	9.891324	9.485772	9.894766	10.549349	10.14401	9.416809	9.447287	9.511938
80331	6.9086366	7.1020203	6.698902	6.890279	6.9942837	6.9801383	6.9590197	6.8839602	6.993466	7.1926017	6.816378	6.888136	6.8253145	7.1284957	7.183556	7.1910872	7.273427	7.36049	7.1525626	7.424991	6.95973
8034	6.3476467	6.158555	6.0541124	6.2865005	6.2168283	6.2652783	6.0307426	6.203458	6.1010447	5.975144	6.0609016	5.9779706	6.374249	6.08454	6.0149374	6.121368	6.0707936	5.9870143	6.0601306	6.1113544	6.1284847
80344	9.342972	8.86009	8.921686	9.311369	8.798905	8.51265	8.819253	8.577524	9.054635	8.946921	9.081512	7.570796	8.661563	8.739577	8.88933	8.743787	8.80435	8.556015	9.412851	8.297653	8.94523
80345	6.8290434	6.860084	7.3082356	7.216377	7.233392	7.1416087	7.0838428	6.9142194	7.173353	7.0217166	7.0124083	6.7500916	6.7136536	6.928806	6.750691	7.1535172	7.117836	7.03537	7.007192	6.903522	7.149623
80346	6.3450303	6.473376	6.501433	6.615951	6.6628537	6.610706	6.7319794	6.529341	6.572257	6.3812437	6.327943	6.4055977	6.397402	6.2247887	6.8363934	6.558435	6.2923665	6.515844	6.0418286	6.485175	6.389315
80352	5.9766073	5.9508305	6.1613503	5.997688	6.0401173	6.0580316	5.9251294	5.8286023	5.958403	5.8622994	5.7711596	6.0921516	5.865353	5.8487926	5.9668207	5.9232078	5.8680177	5.9510126	5.895807	5.876584	5.99465
8036	7.194486	6.9921403	6.8870883	7.3711405	7.3054323	7.346824	7.164859	7.284272	7.473403	7.367232	6.8403983	7.1795444	6.8935156	6.8624377	6.698749	7.0915637	7.01842	7.0185995	6.8268805	7.2809196	7.272975
80380	6.026044	6.0894814	6.108916	5.7079883	5.79911	6.057022	5.983989	5.9991035	5.920632	5.8262796	5.8737617	6.233421	6.0419536	6.036679	5.9732213	6.17192	5.745938	6.086926	5.665874	5.935355	5.939943
80381	6.3768873	6.475951	6.3292513	6.3636494	6.242082	6.0968633	6.241597	6.1558714	6.1207094	6.411819	6.761334	6.4447994	6.2482	6.214628	6.5079474	6.275538	6.1703963	6.2702017	6.4762244	6.186426	6.282845
8048	5.7968388	5.9954596	5.858382	5.8563566	5.7500305	5.8041105	5.7262597	5.764907	5.80386	5.847533	5.7361054	5.8811946	5.863509	5.8910975	5.814062	5.7238555	5.8644814	5.8328595	6.0403714	5.852401	5.851041
8050	8.350589	8.018806	8.096105	8.136735	8.100652	8.210072	7.965091	8.422232	8.084699	8.300992	8.316422	7.6298366	8.24294	8.148676	7.904827	8.37079	8.093253	8.213418	8.130484	7.643982	8.319582
8065	9.278112	9.188178	9.098458	9.456331	9.018465	9.346224	9.040299	9.311797	9.505675	9.165068	9.460258	9.299393	9.055145	9.4837885	9.262691	8.937244	8.989046	9.052427	9.10264	9.27262	9.096558
80704	9.497665	8.676796	9.67607	9.891964	9.860351	9.786266	9.174661	8.816843	9.037467	9.820601	9.627671	7.759397	8.698076	9.155337	8.529146	9.000208	9.096079	8.435281	9.60097	8.769004	9.489521
80723	6.533412	6.722159	6.3797092	6.270053	6.558693	6.4223013	6.881945	7.07335	6.5865583	6.871262	6.8041677	7.309762	7.013401	7.412185	6.6213255	6.9567575	6.481634	7.2580986	6.2565694	6.487513	6.9098744
80725	6.4445186	6.51631	6.277665	6.3447313	6.6044407	6.309574	6.257087	6.2564635	6.2062974	6.5303874	6.4760456	6.11617	6.2756467	6.4729652	6.616482	6.3804502	6.415559	6.4476876	6.6415205	6.5311904	6.2939086
80727	7.198557	7.436933	7.5106254	7.133369	7.5091214	7.45426	7.2783575	7.6064277	7.140506	7.498077	7.3333254	7.7357616	7.314928	7.409562	7.157809	7.875639	7.5025706	7.643125	7.3985066	8.368648	7.265834
8073	5.979112	6.1560783	6.2886024	6.1031313	6.1712003	5.995826	6.213178	5.9630237	5.9778123	5.8858786	6.187208	5.965467	6.021291	5.8240814	5.9361877	6.264557	6.0663247	6.106122	6.013561	6.0026374	5.931735
80739	6.160082	6.279309	6.365547	6.0848765	6.21842	6.1468	6.176612	6.0847197	6.0201726	6.3006005	6.08962	6.1297436	5.786843	6.237172	6.0148053	6.278751	6.033409	6.0908456	6.2255335	6.2932034	6.208311
80740	5.8232417	5.8294888	5.8464236	5.722944	5.9826603	5.7424016	5.8466444	5.921688	5.832315	5.8635745	5.6917195	5.803523	5.6629214	5.608593	5.4818883	5.6926847	5.665745	5.705323	5.5512314	5.797816	5.7511287
80742	6.206654	6.534381	6.1667624	6.229203	6.394127	6.186145	6.60481	6.2803316	6.0731344	6.1319847	6.0162797	6.7970862	6.1505556	6.39108	6.0846353	6.1845055	6.660805	6.193514	5.715384	6.617627	6.497603
80745	6.774878	7.1167502	6.6618843	6.8924165	6.897152	6.9228196	7.1855154	7.0739512	7.257247	6.7761617	6.871113	7.348412	6.9801383	7.1220245	7.0954943	6.921702	7.171914	7.186521	7.0470405	7.2631755	6.947151
80746	7.4636583	7.2858076	7.6436744	7.7456975	7.510394	7.5457697	7.40133	7.8257356	7.637373	7.25304	7.535483	7.366316	7.1574445	7.575927	7.4332314	7.636574	7.826914	7.420446	7.5774646	7.55583	7.590414
80758	5.725475	6.1270547	5.9303436	6.053486	6.0714564	5.865261	5.8954415	6.0170827	5.9919033	6.130767	6.167893	6.145855	5.796636	5.862326	5.977178	5.8337693	6.0031214	5.9924054	5.6552935	5.8678317	5.7907743
80759	5.7837934	5.9085526	5.913662	5.8724256	5.7600727	5.674961	5.9075484	5.7432923	6.032765	5.8531866	5.830574	5.7370453	5.841396	5.6945586	5.712146	5.7681975	5.810522	5.982298	5.8045597	5.9355206	5.8761005
80762	8.699309	8.845201	8.475601	8.871944	8.610894	8.654484	8.607432	8.364498	8.821299	8.505296	8.685053	8.06432	8.441047	8.732321	8.228981	8.510809	8.208822	8.310995	8.43789	8.404245	8.63384
80763	5.923822	5.9264507	6.043446	6.0821743	5.9361506	5.98175	5.9728093	5.9056983	6.209192	5.942777	6.013996	6.097962	5.8994856	5.9854174	5.921232	5.987845	6.1393833	6.038263	5.806738	5.9632716	6.086565
80764	7.0609794	7.533885	7.528221	7.531808	7.5797687	7.391738	7.7399583	7.5013843	7.4680834	7.4842753	7.499109	7.3086753	7.544516	7.1327915	7.704868	7.422444	7.7005143	7.6282363	7.510171	7.216164	7.5928645
80778	7.0371947	7.136693	7.2220273	7.321023	7.1190786	6.903685	7.013777	7.036194	7.107625	7.2215486	7.2435417	7.04153	7.180226	7.3316936	7.1851006	7.2766767	6.9778433	7.247136	6.8846426	6.928446	7.0770617
8078	9.4157915	9.501552	9.285672	9.653551	9.813122	9.375057	9.3778	9.446881	9.596179	9.707461	9.329514	8.975056	9.738315	9.514106	9.437806	9.697871	9.629954	9.531389	9.43402	9.914792	9.762675
80781	10.953286	11.522476	11.569576	11.655825	11.675204	11.322126	11.834563	11.50867	11.229488	12.138257	11.475912	10.655131	11.435739	11.663701	11.215929	11.7697935	11.7396	11.990116	11.874194	11.217345	11.759854
80789	7.7067385	7.733066	7.664609	7.3783107	7.8515058	7.498077	7.506067	7.7831607	7.9281974	7.4636583	7.729023	7.643125	7.5047946	7.693738	7.925543	7.803897	7.9249673	7.7648144	7.7978716	7.7685246	7.7454314
8079	10.166591	9.6124	9.8977995	10.115336	10.296997	9.927825	9.62016	10.1424885	9.589022	10.202543	10.070752	9.318502	9.556921	9.665973	9.312893	9.577265	9.548878	9.563016	9.764521	9.59491	10.20489
808	11.3957205	11.399206	11.792711	11.987816	11.737968	11.624338	11.675204	11.4230175	11.942017	12.152427	11.675204	12.08279	11.665975	11.505685	11.598902	11.522476	11.172617	11.542117	12.069168	12.262959	12.062247
80818	6.424042	5.8829494	6.384065	6.1215076	6.32114	6.2252393	6.0098386	6.229686	6.3114457	6.009164	6.2174897	6.066414	5.954727	6.111596	6.1355124	6.141087	6.0658693	5.9901166	6.048549	6.0134063	6.1293836
80824	8.477244	8.89519	8.3154	8.231681	8.438965	8.759209	8.952213	8.559259	8.458377	8.961768	9.175746	8.63609	9.112197	9.181907	8.109313	8.149027	7.9709725	8.9993305	8.625589	7.9996057	8.653642
80829	7.0935926	7.4279704	7.0612063	7.18718	7.0648546	6.9890733	7.1122184	6.9931216	7.0351605	7.223573	6.9838853	7.1437073	6.8944206	7.0453954	6.8815746	7.412888	7.101189	7.425765	7.4093246	7.2554827	7.387938
80832	5.9879384	6.1568832	6.035372	5.9016137	6.1613503	6.1162405	6.1037893	5.944375	6.0172563	5.964079	5.9938517	6.152197	5.9734836	5.9827633	6.094126	5.860301	6.2201996	5.998746	6.358562	5.9852653	5.904073
80833	8.72927	8.854308	10.413426	9.774973	10.233471	9.063171	8.71277	8.941052	8.764599	9.07115	8.511568	8.266808	8.5899105	8.54381	8.842716	9.428606	8.197231	8.80229	8.665453	10.365957	9.466255
8085	5.4970837	5.876286	5.8646717	5.6733084	5.913662	6.051153	5.63967	5.9490643	5.7529893	5.8303676	5.7832427	6.1064506	5.8587832	5.7555704	5.654419	5.824916	5.8440065	5.7310915	5.8011184	5.623498	5.8765483
80851	6.5386786	6.6590257	6.532698	6.8391676	7.1913056	6.8678274	6.5660357	6.7754984	6.7779045	6.90248	6.8183713	6.9219036	6.920272	7.127801	7.0024233	7.251097	7.061749	6.5902042	6.888136	6.9855723	6.8395424
80856	6.0520554	6.031087	6.0273232	6.20851	6.211872	6.1197543	5.815439	5.943313	6.232884	5.9799833	6.0212107	6.1717973	5.9436407	6.076012	6.0083456	5.942095	6.061577	5.9577274	5.973377	5.947616	6.11813
8086	6.6558294	6.8079677	6.5416403	6.712553	6.8931823	6.701853	6.601071	6.697823	6.733991	6.5127296	6.5390377	6.403519	6.6214333	6.472563	6.6429176	6.8555064	6.7586465	6.7523475	6.5460124	6.6220098	6.7993736
80864	5.7621193	5.9296966	5.8347154	5.9750333	6.014517	5.8774867	5.9086676	5.660025	5.7732406	6.053673	5.7609997	6.098086	5.7864456	5.7684507	5.6415615	5.855456	5.889934	5.8285294	5.7293997	5.6950936	6.0283275
8087	8.630704	8.893037	8.888857	9.1772175	8.61275	8.6698	8.697196	8.574686	9.281761	8.80389	9.287638	8.706226	8.895598	8.652081	8.472354	8.790787	8.5156765	8.725469	9.080633	8.799787	8.675206
81	8.5028	9.044806	8.85472	8.635727	9.16737	8.76776	8.808946	9.20941	9.115906	8.826618	8.843568	9.812016	8.929533	8.833175	9.0308	8.982077	8.905072	9.252368	8.770429	8.967387	9.0412035
810	5.809794	5.79282	5.926219	6.2234917	6.44175	6.3037825	6.189282	6.193189	5.8938293	6.0112886	6.1092257	6.1275806	6.124818	6.249883	6.148282	6.047001	6.5255795	6.0192075	6.236239	6.10903	7.118868
8100	7.2580986	7.392755	6.950794	7.042113	7.135053	6.918073	6.8469872	6.8579865	6.8497396	6.5902042	7.011232	6.9335594	6.6918077	6.6153984	7.0699005	7.2246623	7.330189	6.924454	7.2732153	6.4021063	6.9186325
81030	7.4302897	7.2141724	7.749441	7.536131	7.395533	7.5249786	7.233392	7.427572	7.2155166	7.5675583	7.201566	7.25304	7.8290377	7.663048	7.1456485	7.2063103	7.318438	7.1790457	7.455006	7.706231	7.7038584
81031	6.9641294	7.176158	7.4451947	7.6511946	7.6950626	7.491165	7.125946	7.3925066	7.358676	7.575139	7.4216266	6.91253	7.55583	7.748587	6.752981	7.5008125	7.2638273	7.499346	6.7821264	7.2561264	7.1902514
81033	5.7187285	5.554006	5.9208055	5.99762	5.836711	5.770233	5.833367	5.8894205	5.7710013	5.6880374	5.7561307	5.822439	5.820921	5.8052406	5.873302	5.793928	5.94461	5.9313583	5.799444	5.7697754	5.649755
81035	6.2091146	6.006659	6.3238993	6.3330894	6.707294	5.8911104	6.438292	6.0244303	6.5137362	6.3641796	5.730484	7.2035627	6.318542	6.093526	5.9566956	6.0644355	5.9845376	6.118768	6.0282187	6.944724	5.9616327
81037	10.197182	10.309713	10.022885	9.8977995	11.151178	11.165766	10.226405	10.455043	10.567646	10.424809	9.635678	9.89068	11.128408	11.284693	10.082014	10.571583	10.521307	10.506035	10.912616	10.181834	11.132061
8106	8.873635	9.414311	9.296872	9.692341	9.077357	8.865488	9.410282	9.628236	9.359217	9.481805	9.163037	9.187668	9.080162	9.198401	9.358694	9.790384	9.443569	9.410766	9.37613	9.593758	9.353461
811	9.727184	9.5374975	9.632231	9.782597	9.856401	10.010065	9.311797	9.411758	9.409681	9.910542	9.397787	9.508372	10.152125	9.76517	9.840483	9.819909	9.753819	9.71748	9.852372	9.956001	9.722341
8111	6.012077	6.0739913	6.1325326	6.099105	5.890862	5.8767543	6.0392766	6.026185	5.934437	6.3183494	5.888777	6.0210986	6.016293	5.7579246	6.0974307	6.096799	5.9684978	5.944671	5.864914	6.691184	5.816576
8125	6.154023	5.9920273	5.990669	6.2222505	6.447054	6.39767	6.0584445	6.234412	5.8604774	5.906704	6.3008327	6.1009793	6.025054	5.9210434	5.9065156	5.94503	6.204813	5.919769	6.0333323	6.17581	6.2469153
81285	6.342384	6.350414	6.2204013	6.159793	6.339978	6.0815353	6.2195954	6.2683344	6.272208	6.2514234	6.3008957	6.2522297	6.238553	6.5065084	6.2555165	6.1343303	6.3069077	6.306972	6.3845224	6.286225	6.309763
813	8.1630945	8.072489	7.988853	7.942298	8.696771	8.5103855	8.263422	8.31676	8.591365	8.497645	8.412463	8.897729	8.561928	8.789174	8.169803	8.396217	8.121439	8.533436	8.081006	8.833175	8.303757
8139	6.065352	5.916174	6.077257	5.970317	6.095104	6.093383	6.168044	5.9059763	5.9547877	5.830965	5.974358	5.9458604	5.938554	5.881081	5.979048	5.879996	6.007388	6.1102962	5.7278743	6.0264664	5.7820387
814	6.019146	6.0359044	6.1613784	6.115603	6.075156	5.926473	6.1475425	5.8964176	6.289282	5.941	6.0065312	5.8767686	6.1805267	6.0334854	5.9930634	6.1278253	5.993878	6.1765456	6.15631	6.019054	5.952146
81448	5.7973228	5.787477	5.8929343	5.7408943	5.938367	5.6384563	5.807047	5.690893	5.7995715	5.8964643	5.9289646	5.9798408	5.9660873	5.964067	5.853087	5.8338537	5.8936405	5.9207187	5.634763	5.939311	6.0032177
8148	9.289619	9.879855	9.59917	9.551615	9.7403345	9.508372	9.255974	9.335211	9.427519	9.281761	9.416809	9.561169	9.589576	9.136464	9.623513	10.085068	10.519452	9.566526	9.5241585	9.576648	9.88893
81488	6.8750873	6.2133718	6.5376673	6.58236	6.5062923	6.714853	6.8442984	6.576258	6.56639	6.20052	6.5541177	6.612841	6.3747435	6.5311904	5.9939885	6.0942593	6.2022386	6.184898	6.382824	6.055562	6.4094133
81490	6.385419	6.4575434	6.9632325	6.5311904	6.7985206	6.7785854	6.1914268	6.783638	6.897152	7.001522	6.675621	6.892998	6.6487665	6.7211185	6.990168	7.0589037	7.417418	6.623396	6.657045	6.7285247	6.9539633
81501	5.978061	6.362931	5.922585	5.74636	6.3248124	5.8729663	6.1586194	5.8111005	5.8033094	6.027019	6.0196247	6.055764	5.788738	5.7950783	6.0111175	5.9866204	5.928183	6.0728993	6.0620985	6.572257	5.953273
81502	6.697197	6.5286455	6.726229	6.860434	6.778093	6.7147017	7.025818	6.8251457	6.564696	6.7617846	6.697069	7.177263	6.623926	6.80629	6.9293213	6.854409	7.622634	7.1117835	6.3652287	6.5978785	6.7819953
8153	7.8296685	7.7134833	7.365885	7.855366	8.334562	8.069091	8.199886	7.575379	8.004321	7.2189116	7.5977845	6.481508	8.895973	7.4969974	7.8318706	7.8951325	7.739146	6.992344	7.941709	7.1482706	7.2130733
81532	7.2065625	7.0806932	7.089446	7.174178	7.187605	7.2144384	7.3851175	7.3855495	7.116941	7.1919093	7.1472106	7.210433	7.2971683	7.2009444	7.549358	7.47959	7.4463744	7.355394	7.21823	7.315364	7.6964464
81533	10.072886	9.681582	10.008592	10.06777	9.870537	10.203277	9.803217	9.975994	10.1733465	10.010834	9.958525	9.722902	10.026804	10.16942	9.6241665	9.501048	9.615838	9.547748	9.909802	9.304781	9.737646
81537	6.8307858	6.6361237	6.557943	6.770382	6.323637	6.835178	6.935959	6.8867474	6.8055086	6.8170047	7.1533303	6.788752	6.446345	6.905759	5.983745	6.5700803	6.342384	6.6674643	6.4501863	6.352362	6.226107
81539	7.535231	8.168579	8.584517	7.9514103	8.010648	7.4570136	7.5040565	8.2806225	7.4456515	7.21283	7.2945867	9.48525	8.515331	8.064931	7.8079247	7.516025	7.7910404	7.8669944	7.126566	7.9796867	7.2931843
81543	8.034566	7.840019	7.7248445	7.826524	7.6298366	7.6536174	8.083462	7.795628	8.155391	7.7634397	8.343557	7.1504803	7.6272435	7.882001	7.786511	7.68028	7.5390906	7.598759	8.195609	7.308918	7.7631884
81552	7.4183335	6.9892354	7.340942	7.476931	7.101005	6.6537685	7.2157106	7.6044135	7.171217	7.143486	6.9605136	7.2840686	7.0961766	7.57671	6.9377418	6.7947397	6.9040594	7.498851	7.1902514	7.2929564	6.836725
81554	6.9421797	6.690331	6.7012124	6.8955145	6.9797416	7.1222415	6.820514	7.021311	6.675042	7.03537	6.818574	6.616856	6.6942987	6.7133665	6.6523976	7.238622	6.96087	6.905759	6.9200764	6.8079677	6.9453564
81555	6.818756	6.184869	6.484209	6.758803	6.8797936	6.9961786	6.4315004	6.6331863	6.5055103	6.4588366	6.5801625	6.429589	6.7188754	6.822469	6.6433525	6.943645	6.0727086	6.3722544	6.6990576	6.540741	6.6202745
81559	6.571323	6.5821023	6.634556	6.541317	6.8412685	6.5880284	6.6324816	6.5456667	6.4601	6.4831996	6.6605115	6.803999	6.2237005	6.5530133	6.3668103	6.6388764	6.845684	6.546821	6.5228066	6.798002	6.5297084
81563	6.671893	6.971388	7.3713875	7.312589	7.0699005	6.8439445	6.909159	7.1135798	7.238063	6.8624377	6.720366	8.0136175	7.368114	6.8892374	7.197733	6.3219447	7.1653214	7.2404013	6.8320146	6.7927938	7.0229516
81565	10.668177	10.617345	10.632645	10.466256	10.414361	10.391194	10.656164	9.916936	10.047381	10.630743	11.037276	10.779373	10.536727	9.947135	9.694792	10.499246	9.883759	10.54067	10.822986	9.958525	10.383276
81566	6.8523507	7.273427	6.8904305	6.7159348	7.225915	7.170588	6.9632325	7.150657	6.93339	6.972493	7.1804533	7.5601892	6.938913	7.649974	6.7497706	7.147412	7.1709914	7.4894586	6.5354495	7.0623856	6.8505955
81567	7.1424417	7.6194177	7.7710404	7.22485	7.3014154	7.4985604	7.417418	7.5179825	7.522689	7.279991	7.484518	7.2971683	7.6001797	7.837716	6.719039	6.69021	7.036427	7.481034	7.180226	6.635274	6.9973826
81570	5.876714	5.9065514	5.8622556	5.8354883	5.9492645	5.9076877	5.9941015	5.842477	5.9911857	6.0462866	5.942931	6.111763	6.074233	5.980811	5.8796606	6.00423	5.9292016	6.006358	5.9219284	5.990534	6.0608487
81572	7.8434668	8.048539	8.001393	8.185978	8.248494	8.325473	8.067466	8.307474	7.906777	8.189159	8.358048	7.877418	7.8110776	7.973378	7.8423433	8.282634	8.539901	8.165977	8.231303	8.132456	8.505637
81577	8.69324	8.824606	7.498851	7.785088	8.293253	8.3137665	8.611211	8.484448	7.8102274	8.452366	8.65172	7.444391	7.5419865	8.275536	8.194964	8.526781	8.855207	8.1984825	8.498787	7.9897265	8.73076
81579	6.285592	6.2812114	6.0548644	6.44373	6.0674353	6.37218	6.2212143	6.203268	6.1514482	6.145516	6.218215	6.2734504	6.313603	6.0783434	5.9417467	6.168015	6.191174	6.099545	6.3313107	6.1107974	6.4019494
816	7.0312715	6.768735	7.026245	6.775321	7.411489	6.72278	6.898113	6.8492193	6.583792	7.2941265	6.881945	6.316364	6.9149027	6.6733556	6.9298344	6.906314	7.3270626	6.7392683	6.9457436	6.651301	7.130467
81602	6.2229185	5.9551544	6.220689	6.200408	6.5150895	6.394964	6.3156505	6.20014	6.059909	5.8816786	6.1412477	5.9247284	6.3567147	6.1711373	6.465486	6.27653	6.1604476	6.230641	6.592315	6.1220193	6.302159
81605	9.575005	9.009924	9.297323	9.5374975	9.776807	9.331032	9.188711	9.5912895	9.299956	9.574432	9.328132	9.268563	9.676677	9.446395	9.77041	9.685196	9.432916	9.37253	9.282628	9.955336	9.614652
81608	7.70957	7.869919	7.962428	8.108722	8.036341	7.9645233	8.05885	7.922205	7.841789	7.615847	8.010984	8.545458	7.810488	7.8293586	8.043939	8.357422	8.158205	8.107749	7.912791	7.865142	8.036032
81609	9.137871	9.413348	9.5374975	9.24549	9.009924	9.192111	9.228981	9.080162	9.60573	9.098839	9.381067	9.597448	9.303805	9.448994	9.294725	9.422085	9.081045	9.72343	9.077759	9.503113	8.949143
8161	8.379159	8.367295	8.249527	8.411639	8.5156765	8.527145	8.486291	8.491928	8.402502	8.302385	8.198205	8.559259	8.202318	8.301703	8.426779	8.210422	8.333499	8.26312	8.347121	8.685053	8.364174
81610	6.691184	6.218055	6.4460483	6.545309	6.244854	6.5831714	6.1144257	6.080508	6.577156	6.0660315	5.926816	6.1216345	6.6417856	6.194155	6.292664	6.047171	5.8903513	5.9345765	6.2816405	6.1615233	6.3055496
81617	7.1414156	7.04153	6.8096356	6.6321864	6.738019	6.9746	7.0229516	6.765236	7.0148134	7.0747333	7.1005793	7.2996583	7.1398053	6.9605136	7.116941	6.967694	6.7929544	7.0116153	6.7241845	7.004954	6.9557934
81618	8.496533	8.941449	9.183315	8.786372	8.3097315	8.516697	8.942201	8.722968	9.51928	8.870666	8.588427	9.864166	9.297323	8.9038105	8.734216	8.670951	8.928554	8.930814	8.441047	8.516324	8.725469
81620	6.04023	5.969244	7.209034	5.922512	5.958524	6.1310678	6.048893	6.1267533	6.0317087	6.025307	6.0840354	6.120281	6.362322	5.9383545	6.0865245	6.012897	5.930542	5.9958763	5.8325458	6.350616	6.027963
81621	6.127605	6.0098634	6.269995	6.186759	6.0991483	6.0344434	5.8742	5.745801	6.133089	6.128081	5.9800906	6.4023747	6.1793857	5.778472	5.9475355	5.931103	6.0773907	5.821921	5.8919272	6.362397	6.2415543
81622	7.9981337	7.863768	8.138952	7.8623195	8.174973	7.8515058	8.039006	7.82823	8.046354	8.20943	7.705679	8.34428	8.374936	8.518545	8.256981	8.459243	7.8843246	8.173656	7.837716	9.029465	8.303445
81624	6.0165133	5.8547792	5.8520026	5.798327	5.86075	6.026988	5.8460736	6.0988383	5.8476086	5.951358	6.01547	6.009332	5.9644885	5.994057	5.8223953	5.9767103	5.8913198	5.9845753	5.766864	6.085	6.0332513
81627	7.629335	7.571581	7.6376457	7.852264	7.7248445	7.9022317	7.531808	7.2900443	7.972802	7.598759	7.7566614	7.0494685	7.7405114	7.5013843	7.587041	7.6254535	7.300974	7.5052695	7.7930536	7.5532904	7.5972395
81631	9.0412035	8.702276	8.339032	8.342469	8.594934	8.427796	8.760067	8.953827	8.461274	8.9017935	8.901399	9.546688	8.982882	8.932503	7.991296	8.796075	9.457965	8.717998	8.539901	8.661878	8.609827
8165	7.1180153	6.984597	7.013569	7.032745	7.2242036	7.005356	7.1763783	7.009872	7.0963845	6.8318553	6.842666	6.523617	6.820154	7.067925	7.0403385	7.101633	6.630925	6.8374424	6.78654	6.5205274	7.1327915
81671	10.363551	10.8303175	10.441143	10.245871	10.386968	10.697189	10.641497	10.959814	10.617345	10.284504	10.332574	11.618522	10.367786	10.323584	10.464285	10.48663	10.193339	11.08266	10.528696	10.713181	10.357037
